road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R00283,112.67,0.5122,22.83,Local Road,2,1213.8,0.6399,3.2,0.6454,0.8408,1
R00284,28.19,0.464,245.15,Rural Road,7,1024,0.2268,0.17,0.8168,0.5016,1
R00285,173.48,0.4504,364.48,Highway,3,538.6,0.2191,2.98,0.685,0.4255,1
R00286,10.78,0.4207,482.53,Highway,4,607.9,0.8626,1.34,0.6473,0.5571,0
R00287,139.68,0.4737,129.07,Bridge,3,427.4,0.8938,7.69,0.7237,0.8205,1
R00288,162.79,0.468,349.12,Rural Road,1,907.6,0.2561,2.72,0.8856,0.3735,0
R00289,85.96,0.3926,455.21,Local Road,12,1291.3,0.4205,3.15,0.7965,0.8279,1
R00290,177.25,0.5041,410.65,Highway,1,260.5,0.8346,10.24,0.8532,0.5969,1
R00291,9.15,0.2767,461.77,Bridge,5,212.3,0.771,5.11,0.6552,0.5376,1
R00292,11.2,0.3877,531.61,Rural Road,5,1766.8,0.8139,2.07,0.339,0.8869,1
R00293,246.78,0.5913,306.6,Local Road,6,1445.2,0.5184,2.32,0.4201,0.9327,1
R00294,108.06,0.5744,55.59,Rural Road,8,280.5,0.9115,3.7,0.7185,0.92,1
R00295,38.12,0.4244,49.17,Local Road,5,1464.6,0.326,0.83,0.7559,0.6864,1
R00296,156.67,0.5112,687.68,Rural Road,1,1389.4,0.1567,0.37,0.7718,0.2244,0
R00297,231,0.6981,543.55,Rural Road,2,145.6,0.7087,1.36,0.6006,0.9257,1
R00298,64.75,0.2788,612.53,Local Road,7,288.8,0.5394,5.32,0.9198,0.3229,1
R00299,186.87,0.6309,743.4,Local Road,1,1525.4,0.8546,1.09,0.8239,0.6799,1
R00300,25.6,0.3185,601.68,Rural Road,6,439.4,0.0812,0.54,0.8488,0.3405,0
R00301,15.5,0.3665,555.38,Main Road,1,1846,0.8437,0.92,0.8091,0.4609,1
R00302,159.41,0.3402,526.33,Local Road,7,1684.2,0.2933,4.03,0.7381,0.6378,0
R00303,162.19,0.5293,210.57,Main Road,2,1674.1,0.6549,3.38,0.5764,0.8614,1
R00304,191.23,0.2787,766.05,Highway,3,360.2,0.0401,4.13,0.9003,0.059,0
R00305,217.83,0.6576,435.93,Main Road,0,1932.3,0.6096,1.41,0.5291,0.8718,1
R00306,292.76,0.5471,181.55,Highway,2,1104.2,0.7173,8.14,0.592,0.9316,1
R00307,154.89,0.4175,171.81,Local Road,11,536.8,0.3688,2.15,0.7536,0.7733,1
R00308,96.89,0.346,653.14,Highway,14,1575.8,0.2154,2.57,0.5618,0.6485,1
R00309,238.56,0.4892,203.92,Local Road,4,1403.6,0.5376,10.45,0.5282,0.8551,1
R00310,81.25,0.4236,37.93,Rural Road,2,812.6,0.8332,13.62,0.6222,0.7412,1
R00311,131.69,0.3584,345.59,Local Road,5,1495,0.3235,3.84,0.7087,0.4171,1
R00312,23.54,0.1442,654.79,Rural Road,2,1832.4,0.2525,10.19,0.5855,0.1131,0
R00313,7.61,0.3356,334.48,Local Road,3,1880.8,0.2789,2.78,0.3302,0.4644,0
R00314,288.79,0.8272,643.82,Rural Road,6,1391.1,0.9491,1.33,0.7693,0.9906,1
R00315,250.79,0.5494,662.63,Rural Road,4,695.3,0.3593,1.37,0.6077,0.4885,0
R00316,208.79,0.3566,686.88,Main Road,3,1780.6,0.0036,2.92,0.9219,0.2894,0
R00317,122.69,0.4728,473.18,Rural Road,2,372.7,0.7817,3.3,0.5704,0.6825,1
R00318,51.99,0.493,561.08,Bridge,9,1998.3,0.6993,2.08,0.6223,0.9164,1
R00319,46.93,0.1508,213.18,Rural Road,11,1720.8,0.1286,7.58,0.6407,0.4929,1
R00320,75.07,0.5166,84.26,Bridge,4,1728.4,0.9849,2,0.7857,0.8854,1
R00321,164.77,0.6316,428.56,Highway,5,1672.1,0.6081,1.17,0.6553,0.8749,1
R00322,214.38,0.7519,13.41,Main Road,9,1533.6,0.5008,0.08,0.4585,0.9851,1
R00323,198.06,0.4234,375.26,Rural Road,5,591.7,0.3822,12.39,0.7103,0.7828,1
R00324,83.98,0.4212,86.16,Highway,4,314.7,0.8987,6.14,0.739,0.7405,1
R00325,286.46,0.6238,91.19,Local Road,5,5.9,0.244,3.4,0.4956,0.8248,1
R00326,221.37,0.3479,697.27,Main Road,2,114.4,0.2858,6.26,0.831,0.219,0
R00327,166.31,0.2619,514.21,Local Road,4,1575.1,0.1224,5.87,0.5305,0.2503,1
R00328,183.52,0.443,517.96,Local Road,2,1019.3,0.7591,9.45,0.8554,0.6698,0
R00329,125.88,0.4611,326.56,Main Road,3,345.6,0.5955,1.76,0.8726,0.4157,0
R00330,74.32,0.4338,333.54,Local Road,1,1850.3,0.6091,2.88,0.8467,0.5435,1
R00331,106.79,0.5171,245.97,Main Road,4,1176.8,0.2185,0.41,0.6084,0.6411,1
R00332,227.35,0.4185,350.32,Local Road,4,621.2,0.6512,11.82,0.95,0.745,1
R00333,4.32,0.2404,471.76,Rural Road,2,1479.8,0.7655,14.78,0.8234,0.5479,0
R00334,34.82,0.2909,153.34,Local Road,12,1561,0.3579,5.5,0.607,0.4691,0
R00335,13.8,0.3151,213.04,Local Road,6,1216.4,0.8013,2.17,0.7563,0.7193,1
R00336,12.22,0.2877,398.33,Local Road,7,1334,0.3488,2.45,0.8207,0.3344,0
R00337,256.64,0.6962,310.9,Main Road,2,887.1,0.7581,2.05,0.7695,0.9383,1
R00338,211.1,0.4799,656.49,Local Road,3,1109.5,0.0337,1.27,0.4912,0.206,0
R00339,142.25,0.3385,658.24,Local Road,13,417.6,0.5512,2.68,0.8434,0.5623,1
R00340,29.35,0.6246,272.11,Main Road,1,1790.7,0.9695,0.24,0.2758,0.829,1
R00341,147.48,0.4813,363.38,Local Road,3,1459.1,0.9812,16.9,0.7327,0.7368,0
R00342,142.04,0.3362,781.39,Local Road,1,1667.6,0.2818,1.98,0.5557,0.3002,0
R00343,51.96,0.1212,662.84,Main Road,6,1475,0.4414,9.23,0.6932,0.4589,0
R00344,130.16,0.2909,176.45,Main Road,9,564.3,0.063,4.56,0.6863,0.3781,0
R00345,119.55,0.6273,227.78,Main Road,5,1957.6,0.8733,1.25,0.7393,0.9509,1
R00346,184.76,0.6207,71.37,Rural Road,2,105.1,0.5686,0.93,0.6071,0.8453,1
R00347,190.53,0.2808,543.87,Bridge,8,1003,0.3851,19.1,0.4724,0.3384,0
R00348,13.59,0.2921,256.93,Rural Road,13,1353.3,0.1128,5.23,0.5763,0.4354,0
R00349,112.38,0.6052,431.59,Local Road,7,342.9,0.9468,1.06,0.2578,0.9302,1
R00350,187.76,0.6191,615.67,Bridge,3,1398,0.5302,0.29,0.918,0.7142,1
R00351,150.94,0.2981,669.65,Local Road,5,1097.8,0.2829,4.23,0.8561,0.2878,0
R00352,256.95,0.6397,263.66,Highway,4,1699.4,0.3502,1.31,0.5048,0.8384,1
R00353,197.61,0.704,193.61,Local Road,3,1669.6,0.2707,0.93,0.9427,0.8578,1
R00354,48.88,0.308,679.59,Main Road,5,1026.7,0.6018,4.7,0.6809,0.2682,0
R00355,21.17,0.5037,308.11,Rural Road,0,1677.1,0.93,4.03,0.7478,0.7332,1
R00356,192.73,0.5863,658.49,Main Road,8,1850.3,0.8567,2.35,0.7007,0.8588,1
R00357,7.95,0.1869,124.06,Local Road,4,478.8,0.4604,10.06,0.4383,0.3419,0
R00358,175.73,0.4826,729.97,Bridge,1,1528.8,0.8265,4.03,0.7746,0.707,1
R00359,282.07,0.5389,389.08,Bridge,0,1615.1,0.4231,7.89,0.4593,0.7897,1
R00360,172.64,0.6311,140.26,Local Road,0,679.8,0.2523,0.79,0.7329,0.5357,1
R00361,116.45,0.5807,430.38,Main Road,5,242.1,0.9834,1.28,0.6441,0.888,1
R00362,192.99,0.6566,696.66,Local Road,1,1264.1,0.3039,0.44,0.8455,0.5754,1
R00363,137.48,0.443,314.51,Rural Road,2,741.3,0.3237,1.32,0.3401,0.6285,0
R00364,163.69,0.5347,146.56,Main Road,4,141.2,0.9897,12.54,0.5437,0.7707,0
R00365,282.44,0.4083,463.36,Highway,2,1219.5,0.1339,11.58,0.5626,0.209,1
R00366,115.83,0.3347,668.4,Rural Road,8,248.2,0.7605,5.05,0.8955,0.7585,0
R00367,288.36,0.7925,101.48,Local Road,3,1090.5,0.9358,2.63,0.8927,0.9881,1
R00368,271.61,0.6708,37.92,Rural Road,5,1615.4,0.5118,5.36,0.7171,0.9579,1
R00369,58.74,0.3357,49.75,Rural Road,7,1275,0.0025,2.87,0.8437,0.3552,1
R00370,20.81,0.5176,188.24,Highway,5,1900.5,0.3751,0.06,0.7278,0.6119,1
R00371,30.23,0.2268,10.81,Rural Road,5,1376.7,0.1116,2.49,0.8115,0.2302,1
R00372,5.47,0.3209,345.79,Main Road,2,566.5,0.4162,3.25,0.925,0.3635,1
R00373,28.33,0.4265,559.71,Main Road,6,553.8,0.79,1.13,0.9235,0.6649,1
R00374,204.9,0.6245,569.81,Local Road,1,1297,0.4387,0.85,0.9559,0.6061,1
R00375,21.36,0.4153,511.19,Local Road,1,1414.3,0.4319,1.17,0.3345,0.6152,0
R00376,95.69,0.4305,240.48,Main Road,9,672.3,0.5568,3.47,0.939,0.6786,1
R00377,253.46,0.5999,590.07,Local Road,6,1115.7,0.5817,0.6,0.7612,0.8519,0
R00378,6.98,0.3844,463.31,Rural Road,0,1334.5,0.8563,4.51,0.5962,0.4132,0
R00379,244.34,0.6148,689.64,Local Road,5,37.3,0.3084,1.97,0.9239,0.4225,0
R00380,84.56,0.5619,385.01,Rural Road,5,1245.8,0.8217,1.58,0.3236,0.9634,1
R00381,35.45,0.2812,148.22,Local Road,0,461.9,0.5659,5.81,0.425,0.4444,0
R00382,209.02,0.5489,509.55,Local Road,2,136.7,0.3005,2.52,0.825,0.3979,0
R00383,188.68,0.5556,124.87,Local Road,2,1778.7,0.2951,1.71,0.2604,0.6603,0
R00384,263.24,0.41,770.7,Main Road,4,1971.3,0.3611,7.42,0.9189,0.4625,0
R00385,220.52,0.6619,564.11,Main Road,2,592.4,0.6227,1.66,0.5417,0.8483,1
R00386,241.04,0.426,606.28,Local Road,7,271.5,0.2308,6.91,0.9519,0.3243,0
R00387,84.61,0.3491,545.02,Rural Road,1,1681.6,0.9203,2.51,0.9254,0.7297,0
R00388,53.23,0.5435,82.56,Local Road,11,83.1,0.5749,0.87,0.8416,0.896,1
R00389,225.18,0.6871,374.91,Highway,4,586,0.92,3.37,0.6291,0.9568,1
R00390,242.05,0.4718,522.88,Rural Road,1,1988.1,0.0464,1.23,0.7912,0.5607,0
R00391,297.15,0.8198,187.34,Local Road,1,919,0.3426,0.61,0.8123,0.9221,1
R00392,123.79,0.3758,545.2,Local Road,2,132.2,0.0228,0.37,0.7219,0.1922,0
R00393,111.61,0.4153,656.81,Rural Road,2,890.5,0.2723,1.02,0.9399,0.3707,0
R00394,232.92,0.6429,223.57,Main Road,3,1683.6,0.862,4.72,0.6536,0.9383,1
R00395,102.24,0.261,163.68,Rural Road,12,1663.7,0.0366,6.42,0.4889,0.6023,0
R00396,279.23,0.5218,707.11,Rural Road,2,1626.9,0.4361,6.97,0.8043,0.5221,1
R00397,257.52,0.5971,9.13,Main Road,11,1111,0.1176,1.15,0.583,0.9118,1
R00398,128.7,0.4655,208.32,Rural Road,2,944,0.4168,3.84,0.7668,0.678,0
R00399,225.26,0.7415,328.35,Main Road,5,1895.9,0.8389,0.97,0.7882,0.9502,1
R00400,226.36,0.4925,539.45,Rural Road,7,1939.7,0.6231,3.46,0.7927,0.8208,0
R00401,30.94,0.2363,797.67,Main Road,7,1130.5,0.7368,7.69,0.6525,0.5962,1
R00402,270.77,0.7542,299.8,Rural Road,3,961.9,0.3491,0.2,0.7327,0.9148,1
R00403,151.58,0.4584,759.3,Highway,2,526.3,0.9444,14.8,0.9269,0.3905,1
R00404,247.94,0.5936,296.59,Main Road,4,31.4,0.7093,6.19,0.6568,0.8627,0
R00405,96.01,0.319,557.95,Local Road,1,812.7,0.4218,5.07,0.9164,0.347,0
R00406,268.66,0.5603,136.47,Rural Road,7,433.1,0.4265,4.16,0.8046,0.9356,1
R00407,116.76,0.4646,371.02,Local Road,7,1062.7,0.9187,5.2,0.8808,0.8527,1
R00408,3.25,0.1147,697.66,Bridge,10,366.3,0.5764,18.32,0.8243,0.5916,0
R00409,271.61,0.6098,259.4,Local Road,7,27.5,0.7064,5.2,0.6929,0.9196,1
R00410,27.39,0.4843,88.64,Main Road,17,123.2,0.417,1.57,0.8434,0.7103,0
R00411,95.79,0.3081,420.56,Local Road,5,78.1,0.2237,3.38,0.5418,0.3641,0
R00412,285.02,0.6728,354.43,Highway,2,1936.4,0.7236,1.49,0.8627,0.9545,0
R00413,285.18,0.5972,187.48,Highway,6,113.4,0.6078,12.33,0.3885,0.8809,1
R00414,172.03,0.3785,724.96,Local Road,3,1740.5,0.5013,8.11,0.6143,0.2551,0
R00415,189.55,0.598,483.34,Bridge,10,623.4,0.624,2.98,0.8792,0.9299,1
R00416,134.53,0.3848,281,Main Road,3,444.2,0.2083,5.37,0.9929,0.2417,0
R00417,87.96,0.2742,796.92,Rural Road,14,297.8,0.7939,8.47,0.9047,0.7871,1
R00418,98.6,0.6602,114.37,Main Road,9,869.5,0.9482,1.03,0.4435,0.9499,1
R00419,201.76,0.5705,679.12,Highway,1,1060.6,0.8911,3.08,0.888,0.6557,1
R00420,225.71,0.5966,188.35,Main Road,3,393,0.3214,2.35,0.8706,0.576,1
R00421,237.47,0.3971,195.41,Local Road,1,1440.2,0.406,5.22,0.7536,0.6293,1
R00422,236.89,0.6565,401.04,Main Road,2,842.2,0.8084,1.72,0.8674,0.939,1
R00423,27.36,0.2977,531.24,Rural Road,2,1998.7,0.5951,4.37,0.7207,0.5896,0
R00424,148.33,0.5478,553.92,Main Road,4,1717.3,0.5479,1.86,0.5627,0.7239,0
R00425,17.27,0.5762,22.59,Main Road,2,300.2,0.9266,0.46,0.6794,0.8969,1
R00426,164.86,0.6419,233.05,Rural Road,3,433.3,0.536,0.45,0.4466,0.8293,1
R00427,132.46,0.5524,530.18,Main Road,3,1247.8,0.5149,0.49,0.8259,0.4429,0
R00428,266.31,0.612,712.34,Bridge,3,1421.1,0.042,0.17,0.8868,0.5839,1
R00429,105.27,0.3474,537.56,Main Road,1,1436.9,0.0694,2.71,0.6485,0.097,0
R00430,35.12,0.1881,216.38,Rural Road,5,1703,0.0074,3.95,0.5919,0.1859,0
R00431,42.9,0.6054,408.68,Local Road,4,656.5,0.9132,0.52,0.4486,0.8158,0
R00432,228.45,0.5701,519.82,Rural Road,9,435.5,0.4084,3.36,0.5856,0.7645,0
R00433,185.47,0.5174,112.59,Main Road,5,622.7,0.4686,3.24,0.6112,0.7626,1
R00434,30.34,0.4998,438.2,Main Road,4,274.2,0.8454,0.61,0.8073,0.5326,0
R00435,25.23,0.4,379.97,Main Road,11,972.6,0.6092,1.86,0.8816,0.6749,0
R00436,210.29,0.4934,272.64,Main Road,4,847.7,0.6095,4.97,0.8049,0.7483,1
R00437,21.83,0.425,500.71,Main Road,7,1171,0.2965,0.11,0.6658,0.3703,0
R00438,246.56,0.685,510.79,Rural Road,0,1416.6,0.8339,0.61,0.7723,0.932,0
R00439,211.87,0.3293,777.32,Rural Road,4,1818.9,0.1658,19.23,0.3357,0.254,0
R00440,24.4,0.2654,345.5,Main Road,3,651.4,0.0531,4.68,0.7536,0.207,0
R00441,25.45,0.244,427.36,Main Road,5,504.2,0.1916,2.23,0.8466,0.1356,0
R00442,295.99,0.529,130.21,Rural Road,18,1544.9,0.2677,3.53,0.7611,0.9794,1
R00443,112.28,0.3324,440.95,Rural Road,8,599.6,0.2823,6.6,0.7475,0.5948,1
R00444,111.19,0.4179,33.69,Local Road,9,1150,0.6705,6.51,0.9942,0.9231,1
R00445,243.84,0.6017,124.15,Rural Road,11,1680.3,0.2178,1.42,0.348,0.9548,1
R00446,284.17,0.7169,141.14,Local Road,0,975,0.6767,2.42,0.4759,0.9605,1
R00447,295.8,0.4445,507.95,Bridge,4,1413.2,0.0911,3.61,0.809,0.7078,0
R00448,226.01,0.6493,456,Rural Road,0,1462.6,0.1472,0.31,0.759,0.6515,1
R00449,112.88,0.2132,639.44,Rural Road,8,1636.2,0.5088,10.25,0.8029,0.3931,1
R00450,25.05,0.3904,374.2,Rural Road,4,656,0.9219,2.03,0.4898,0.6554,1
R00451,233.14,0.6375,382.51,Main Road,6,475.4,0.8596,1.67,0.7441,0.9172,1
R00452,167.52,0.5422,133.44,Main Road,6,1004.7,0.9688,8.37,0.5167,0.9574,1
R00453,127.27,0.4849,595.45,Local Road,9,1817.4,0.6505,0.49,0.8225,0.776,1
R00454,271.91,0.9837,7.9,Main Road,2,3.8,0.6758,0.19,0.5637,0.9922,1
R00455,33.36,0.3081,342.79,Main Road,6,43.1,0.625,4.09,0.6724,0.4982,1
R00456,147.79,0.4777,154.72,Rural Road,19,1417,0.6228,1.75,0.6726,0.9552,1
R00457,3.41,0.0683,617.95,Main Road,1,781.7,0.1471,5.11,0.649,0.103,0
R00458,140.6,0.6252,540.35,Local Road,9,1445,0.5437,0.3,0.649,0.8344,0
R00459,16.89,0.3767,566.88,Main Road,3,1668.6,0.3861,1.74,0.2627,0.2994,0
R00460,35.65,0.4769,123.12,Highway,0,627.4,0.4425,0.99,0.9425,0.4494,0
R00461,35.26,0.2628,536.71,Main Road,6,1335.5,0.5236,4.76,0.9749,0.3377,1
R00462,194.76,0.4391,554.26,Rural Road,5,1112.1,0.1284,0.95,0.1923,0.5411,1
R00463,223.81,0.6942,7.1,Local Road,1,1445.9,0.3595,2.19,0.621,0.8937,1
R00464,175.01,0.3804,257.49,Local Road,4,74.6,0.0634,6.03,0.8827,0.3301,0
R00465,288.65,0.7021,74.39,Local Road,9,1443.3,0.9797,8.69,0.5559,0.9967,1
R00466,112.46,0.2674,546.71,Local Road,7,964.1,0.1185,4.54,0.7331,0.2994,1
R00467,85.71,0.4438,173.63,Local Road,10,1605.8,0.2585,2.01,0.9432,0.7744,1
R00468,260.58,0.6631,215.4,Local Road,10,44.6,0.8913,3.02,0.7756,0.9758,1
R00469,67.08,0.4302,67.27,Highway,0,1737.4,0.4827,4.15,0.696,0.5632,1
R00470,288.97,0.5037,389.63,Rural Road,6,564.6,0.1356,7.33,0.8089,0.7409,1
R00471,3.65,0.2374,31.26,Bridge,4,573.2,0.3842,7.73,0.947,0.2971,0
R00472,290.96,0.3847,677.25,Local Road,1,632.9,0.1159,9.41,0.7739,0.2178,0
R00473,12.95,0.127,25.96,Local Road,1,1810.9,0.2002,5.88,0.7988,0.1732,0
R00474,267.34,0.6119,54,Rural Road,6,1800.7,0.052,0.61,0.7654,0.8636,1
R00475,158.31,0.4132,514.12,Highway,3,245.8,0.4382,4.87,0.8783,0.3594,1
R00476,297.89,0.615,733.96,Main Road,7,1332.1,0.8066,5.95,0.8543,0.9056,1
R00477,22.14,0.2428,714.24,Main Road,3,515.4,0.586,7.41,0.5483,0.3021,0
R00478,166.16,0.3957,71.49,Highway,1,541.3,0.6063,9.11,0.6949,0.646,1
R00479,290.79,0.7237,234.32,Highway,2,1267,0.2006,2.54,0.5282,0.9159,1
R00480,156.93,0.4572,419.22,Bridge,4,30,0.3439,3.78,0.7119,0.4849,1
R00481,188.82,0.7963,26.17,Main Road,1,1100.6,0.8452,0.08,0.8212,0.9568,1
R00482,208.72,0.4451,425.27,Local Road,3,1711.7,0.0879,3.03,0.869,0.3925,1
R00483,136.36,0.4709,360.97,Local Road,2,419,0.8579,2.29,0.8714,0.6094,0
R00484,188.27,0.3541,472.79,Main Road,3,831.6,0.4837,11.52,0.6756,0.4209,1
R00485,175.29,0.438,736.65,Local Road,11,417.3,0.8371,8.17,0.7652,0.7645,1
R00486,270.35,0.532,223.32,Main Road,10,1878.8,0.318,5.64,0.5802,0.8888,1
R00487,13.63,0.4999,513.08,Local Road,10,951.1,0.3388,0.26,0.7835,0.5609,1
R00488,84.29,0.4235,346.72,Local Road,5,1942,0.7516,1.85,0.6393,0.7529,1
R00489,285.12,0.6438,350.93,Rural Road,2,1782.7,0.785,4.22,0.3803,0.9892,1
R00490,267.08,0.6369,519.58,Bridge,4,400.8,0.2296,0.16,0.8065,0.7405,0
R00491,136.7,0.6629,761.31,Local Road,3,53.8,0.9729,0.99,0.6859,0.6413,1
R00492,186.04,0.2902,691.11,Main Road,5,79.2,0.0845,7.7,0.793,0.0929,0
R00493,83.21,0.4129,513.42,Rural Road,6,20.6,0.0685,0.54,0.7561,0.1922,0
R00494,56.44,0.5366,371.92,Main Road,13,1031.3,0.5955,0.23,0.7946,0.9184,1
R00495,139.11,0.4574,342.07,Local Road,7,1965.7,0.7227,3.09,0.7663,0.8514,1
R00496,106.01,0.4247,630.77,Local Road,19,1810.6,0.9609,10.3,0.8672,0.9752,1
R00497,175.1,0.4428,178.49,Bridge,5,491.4,0.4049,6.35,0.7736,0.5295,0
R00498,23.32,0.1062,472.19,Local Road,0,882.6,0.0253,12.93,0.6723,0.0764,0
R00499,292.32,0.6232,406.44,Local Road,5,901.6,0.6029,4.95,0.7784,0.8803,0
R00500,295.86,0.5625,521.24,Highway,16,530.8,0.2897,2.06,0.9167,0.9126,1
R00501,209.45,0.5578,154,Local Road,4,322,0.4329,10.31,0.9039,0.5763,1
R00502,160.83,0.5652,558.13,Main Road,1,641,0.4885,2,0.7411,0.5904,0
R00503,92.86,0.3504,503.46,Local Road,6,107.6,0.0645,1.56,0.8044,0.3882,0
R00504,244.14,0.6333,148.22,Main Road,0,1517.1,0.486,2.13,0.7443,0.8888,1
R00505,205.42,0.4792,362.45,Bridge,2,478.1,0.4263,5.94,0.65,0.6113,0
R00506,48.79,0.3233,544.5,Highway,3,429.5,0.7125,8.79,0.7291,0.3452,0
R00507,273.28,0.7316,721.78,Bridge,3,1281.5,0.6457,1.6,0.6226,0.9204,0
R00508,246.76,0.6242,102.07,Local Road,4,412.9,0.1852,2.22,0.6135,0.7159,1
R00509,284.94,0.541,11.95,Bridge,5,384.1,0.2061,8.05,0.8738,0.8839,1
R00510,217.72,0.7086,136.3,Local Road,7,229,0.251,0.22,0.8882,0.8385,1
R00511,184.02,0.2091,791.47,Highway,2,773.8,0.179,5.41,0.2212,0.1543,1
R00512,125.47,0.4407,615.85,Main Road,1,1044.8,0.6572,2.17,0.9112,0.299,0
R00513,279.82,0.777,493.42,Main Road,15,834.2,0.9944,1.7,0.6694,0.9859,1
R00514,259.82,0.5956,110.75,Bridge,2,1597.8,0.6521,2.12,0.8498,0.9399,1
R00515,13.57,0.3902,335.76,Rural Road,20,587.8,0.6067,1.95,0.4813,0.9286,1
R00516,7.91,0.1511,573.61,Local Road,11,996.4,0.4099,5,0.6566,0.4693,0
R00517,112.94,0.3045,717.23,Local Road,4,1688,0.3126,9.26,0.5366,0.1866,1
R00518,243.17,0.6808,308.55,Local Road,0,557,0.9111,2.42,0.7629,0.9159,1
R00519,296.18,0.5725,799.75,Local Road,1,324.8,0.969,6.31,0.4151,0.8495,1
R00520,45.13,0.3333,116.09,Rural Road,11,218,0.4968,4.66,0.7801,0.6342,1
R00521,178.24,0.5386,312.61,Local Road,0,114.4,0.2902,1.46,0.7759,0.2626,0
R00522,114.27,0.4571,700.94,Rural Road,0,560,0.7701,3.15,0.8013,0.5959,0
R00523,290.97,0.4806,521.68,Local Road,5,1084.7,0.1325,3.9,0.9829,0.4839,1
R00524,252.64,0.77,649.68,Local Road,8,265,0.7656,0.13,0.7965,0.8589,1
R00525,251.5,0.682,726.7,Local Road,1,1895.4,0.8189,1.81,0.5605,0.9269,1
R00526,140.61,0.2602,408.32,Rural Road,0,850.9,0.1249,17.24,0.8931,0.1088,0
R00527,124.45,0.5799,191.62,Local Road,7,1597.2,0.9769,3.6,0.8306,0.9423,1
R00528,82.02,0.5065,556.5,Bridge,1,1368.7,0.9855,1.47,0.7787,0.7847,1
R00529,16.91,0.5056,452.97,Rural Road,2,1800,0.9367,1.06,0.889,0.789,1
R00530,259.42,0.7282,619.26,Rural Road,5,926.8,0.496,0.87,0.7805,0.8743,1
R00531,243.87,0.5963,411.81,Local Road,3,488,0.2461,1.85,0.7469,0.7287,1
R00532,299.92,0.6345,649.83,Local Road,12,188.4,0.582,0.8,0.6796,0.9568,1
R00533,298.99,0.7275,722.1,Local Road,1,1543.9,0.4199,0.56,0.7251,0.8902,1
R00534,166.63,0.3888,600.92,Highway,3,1228.3,0.2059,1.63,0.6072,0.3042,1
R00535,230.7,0.4468,596.21,Local Road,2,1868.3,0.4237,3.32,0.9226,0.5589,0
R00536,283.43,0.7974,471.82,Rural Road,1,563.1,0.6639,0.6,0.8795,0.9642,1
R00537,254.89,0.6171,379.96,Local Road,1,0.9,0.0709,0.21,0.9346,0.5591,0
R00538,74.2,0.3881,778.21,Main Road,0,1411.7,0.3334,0.17,0.8747,0.295,0
R00539,135.16,0.4159,517.86,Local Road,11,546.7,0.0178,1.14,0.6706,0.2974,1
R00540,38.75,0.4248,673.08,Highway,0,178.4,0.7495,0.79,0.8805,0.2601,0
R00541,286.22,0.5753,406.8,Rural Road,3,913.3,0.6407,2.76,0.62,0.8782,1
R00542,181.85,0.4601,446.11,Local Road,8,1623.6,0.0627,2.18,0.7017,0.5551,0
R00543,68.59,0.5654,532,Local Road,15,689,0.9647,1.42,0.7024,0.9548,1
R00544,201.51,0.3593,584.2,Local Road,1,1133,0.0226,6.33,0.6786,0.2146,0
R00545,185.44,0.502,361.44,Local Road,3,107.5,0.59,2.51,0.6107,0.8127,0
R00546,107.45,0.6623,288.27,Main Road,6,1925.7,0.7764,0.39,0.8708,0.8709,1
R00547,34.07,0.4823,195.34,Rural Road,8,413.7,0.7879,1.28,0.3316,0.8888,1
R00548,201.47,0.2634,341.8,Main Road,10,1089,0.0343,12.74,0.8373,0.1854,0
R00549,156.09,0.4484,172.93,Local Road,9,383.1,0.9064,13.25,0.6821,0.839,1
R00550,231.7,0.6128,336.33,Local Road,2,1188.1,0.9185,1.08,0.5537,0.9744,1
R00551,156.05,0.5028,700.35,Local Road,9,61,0.5614,0.69,0.8592,0.7754,1
R00552,255.65,0.4621,781.77,Bridge,1,771.6,0.4821,2.45,0.8479,0.573,1
R00553,165.57,0.4087,463.8,Local Road,3,1141.5,0.0449,2.35,0.4667,0.2667,0
R00554,168.28,0.6071,121.07,Local Road,1,1487.3,0.562,1.9,0.4564,0.8062,0
R00555,263,0.5104,344.91,Local Road,11,1856.1,0.4094,2.69,0.684,0.9037,1
R00556,121.04,0.617,483.65,Highway,6,727.9,0.7728,0.97,0.3873,0.8923,1
R00557,40.2,0.4447,299.76,Rural Road,5,1432.6,0.4039,0.48,0.8035,0.582,1
R00558,8.63,0.3208,168.1,Main Road,2,1042.1,0.6836,3.01,0.8098,0.5517,0
R00559,226.54,0.3163,185.33,Local Road,0,987.8,0.1014,9.49,0.8054,0.2266,0
R00560,186.09,0.5264,381.77,Local Road,1,464.1,0.133,0.57,0.7984,0.3536,0
R00561,211.22,0.4489,177.06,Rural Road,2,1403.4,0.1397,4.32,0.2454,0.385,0
R00562,63.89,0.389,203.37,Bridge,11,1188.7,0.0455,2.07,0.6809,0.5259,1
R00563,40.91,0.3704,699.1,Highway,3,1551,0.5413,1.27,0.9836,0.1183,0
R00564,4.36,0.2183,624.35,Main Road,3,1817.4,0.794,6.76,0.5931,0.3719,0
R00565,105.18,0.5562,48.97,Rural Road,2,1174.8,0.6104,2.18,0.7567,0.8971,1
R00566,176.98,0.535,259.54,Local Road,5,637.7,0.575,3.11,0.4694,0.8919,1
